Locality,Interior_SqFt,Distance_To_Main_Road,Num_Bedrooms,Num_Bathrooms,Total_Rooms,Sale_Condition,Parking_Facility,Building_Type,Utilities_Available,Street_Type,Zoning_Type,Quality_Score_Rooms,Quality_Score_Bathroom,Quality_Score_Bedroom,Quality_Score_Overall,Registration_Fee,Commission,Sale_Price,Sale_Year,Build_Year,Building_Age
Chrompet,760,92,1,1,2,Ab Normal,No,House,NoSeWa,Gravel,RM,4,2,4,3,247189,119333,8523750,2014,2009,5
Karapakkam,1506,81,2,2,4,Normal Sale,Yes,Commercial,NoSeWa,No Access,C,2,3,4,3,298215,139167,9940500,2012,1970,42
Velachery,1640,15,2,1,4,Family,Yes,House,NoSeWa,Gravel,RH,2,3,4,3,299258,139654,9975260,2008,1980,28
Karapakkam,896,72,1,1,3,Family,Yes,Others,NoSeWa,Paved,RH,4,4,4,4,332856,159494,6934500,2012,1982,30
Karapakkam,1409,191,2,2,4,Family,Yes,Others,NoSeWa,Paved,RH,3,2,5,3,379556,79442,8826875,2010,2002,8
KK Nagar,1633,93,2,1,4,Normal Sale,No,Others,NoSeWa,Paved,RL,4,4,4,4,331562,185285,9751820,2011,1983,28
Chrompet,1139,171,1,1,3,AdjLand,Yes,Commercial,NoSeWa,Paved,RL,3,3,3,3,462139,231070,14441850,2013,1998,15
Chrompet,1101,189,1,1,3,AdjLand,Yes,Commercial,NoSeWa,No Access,RM,2,4,3,3,450155,231898,13641050,2007,1972,35
KK Nagar,2396,109,4,2,6,Partial,Yes,House,NoSeWa,Paved,RM,3,3,4,4,496399,318205,12728180,2009,1990,19
Chrompet,1119,8,1,1,3,Family,Yes,House,NoSeWa,Gravel,RM,4,4,3,4,259670,31160,10386800,2007,1971,36
Anna Nagar,1857,188,2,1,5,AdjLand,Yes,Others,AllPub,Paved,RM,3,3,3,3,535165,78701,15740140,2011,1982,29
T Nagar,1886,158,2,1,5,Normal Sale,Yes,House,AllPub,Gravel,RH,2,3,3,3,530200,125574,13952630,2010,1996,14
Velachery,1692,52,2,1,4,Normal Sale,No,House,AllPub,Gravel,RL,4,2,4,3,370480,200259,10012960,2007,1984,23
Velachery,1655,115,2,1,4,Partial,Yes,Commercial,AllPub,No Access,RH,3,2,2,2,535198,233292,13723030,2004,1995,9
Karapakkam,622,185,1,1,2,Normal Sale,Yes,House,AllPub,Paved,RH,2,2,2,2,199122,150850,6034000,2009,2001,8
Velachery,1647,62,2,1,4,Normal Sale,No,House,AllPub,No Access,I,2,2,2,2,233471,75535,6866800,2008,1968,40
Adyar,1239,79,2,2,4,AdjLand,No,Others,AllPub,No Access,RL,2,2,2,2,330302,70064,10009165,2010,1999,11
KK Nagar,1471,19,2,1,4,Normal Sale,Yes,Others,NoSeWa,Gravel,RM,4,2,2,2,363228,147561,11350880,2011,1998,13
KK Nagar,1505,194,2,1,4,Family,Yes,Others,NoSeWa,Paved,RL,3,4,2,3,410230,170096,10005620,2010,1984,26
Chrompet,916,173,1,1,3,Normal Sale,Yes,Others,AllPub,Paved,RL,3,3,3,3,265423,44237,8847420,2012,1974,38
Adyar,693,84,1,1,2,Ab Normal,No,Others,NoSeWa,Gravel,C,4,4,3,3,237188,81143,6241800,2010,1990,20
Velachery,1852,38,3,2,5,Normal Sale,No,House,NoSeWa,No Access,I,4,2,3,3,240380,100805,7754200,2010,1965,45
Chrompet,1191,112,1,1,3,Partial,Yes,Commercial,NoSeWa,Paved,RH,4,4,4,4,453844,123776,13752850,2010,2003,7
Chrompet,1061,103,1,1,3,Normal Sale,Yes,Others,AllPub,Paved,RM,4,2,2,3,292148,100741,10074070,2013,1975,38
KK Nagar,2493,169,4,2,6,Family,No,Others,NoSeWa,Paved,RH,3,3,4,3,583328,170137,12152660,2011,2001,10
Chrompet,1015,132,1,1,3,Ab Normal,No,House,NoSeWa,Paved,RH,2,3,2,2,249761,22706,7568500,2010,2000,10
KK Nagar,1911,148,3,2,5,Family,No,House,AllPub,Paved,RM,2,2,3,3,475837,95167,10574160,2011,1993,18
Chrompet,1287,101,2,1,4,Normal Sale,No,House,NoSeWa,Gravel,RL,4,2,3,3,328890,79731,9966350,2009,1996,13
Karapakkam,1576,93,2,2,4,Normal Sale,Yes,House,AllPub,Paved,RM,4,2,2,3,341784,126948,9765250,2010,1995,15
Chrompet,840,56,1,1,3,Partial,No,Others,AllPub,Gravel,RM,2,2,3,2,249271,137529,8595550,2008,1987,21
Velachery,1626,63,2,1,4,Partial,Yes,Others,NoSeWa,No Access,RH,2,4,2,3,279030,189020,9000960,2005,1967,38
Chrompet,1262,107,2,1,4,Ab Normal,No,Commercial,AllPub,Paved,RH,3,4,2,3,422870,132147,13214700,2012,1974,38
Chrompet,1261,57,2,1,4,AdjLand,Yes,House,NoSeWa,Gravel,RL,2,4,2,3,286982,187642,11037750,2010,1989,21
Chrompet,1015,134,1,1,3,Family,No,Others,NoSeWa,Gravel,RL,2,4,5,3,229223,137534,9168900,2012,1995,17
Chrompet,1195,192,1,1,3,Ab Normal,Yes,Commercial,AllPub,Paved,RL,2,2,3,2,439231,141688,14168750,2012,1975,37
Chrompet,800,15,1,1,2,Family,Yes,Others,AllPub,Paved,RH,4,2,4,3,238773,135305,7959100,2008,1994,14
Velachery,1873,184,3,2,5,Ab Normal,Yes,Commercial,AllPub,No Access,RL,2,2,3,2,616841,154210,15421030,2007,1968,39
KK Nagar,2207,45,3,2,5,Partial,No,House,AllPub,Gravel,RH,5,4,3,4,524246,171182,10698900,2011,1996,15
Velachery,1732,72,2,1,4,Ab Normal,No,Commercial,NoSeWa,Paved,RH,4,4,3,4,516352,209332,13955470,2012,1976,36
Chrompet,961,110,1,1,3,Normal Sale,Yes,Commercial,NoSeWa,Paved,RL,4,5,3,4,316546,177266,12661850,2011,1992,19
Velachery,1986,101,3,2,5,Partial,No,Others,AllPub,No Access,RM,3,2,2,2,404059,103605,10360480,2006,1952,54
Anna Nagar,1823,98,2,1,5,Partial,Yes,Others,AllPub,Gravel,RL,2,3,4,3,537668,101721,14531570,2014,1990,24
Chrompet,830,84,1,1,3,Partial,No,Others,NoSeWa,No Access,RH,4,4,2,4,186081,64166,6416600,2012,1990,22
Chrompet,724,132,1,1,2,Normal Sale,Yes,Commercial,AllPub,Paved,RH,3,2,4,3,315882,157941,10529400,2009,2005,4
Chrompet,1007,46,1,1,3,Normal Sale,No,Others,NoSeWa,No Access,RH,3,5,2,3,231154,119305,7456590,2008,1988,20
Velachery,1875,165,3,2,5,Ab Normal,No,Commercial,NoSeWa,No Access,RL,4,4,3,4,527187,271125,15062480,2011,1992,19
Adyar,1150,170,1,1,3,Family,No,Commercial,AllPub,No Access,I,2,4,2,3,396467,104947,11660780,2011,1999,12
Velachery,1693,144,2,1,4,AdjLand,Yes,Commercial,NoSeWa,No Access,A,2,3,3,3,497620,229671,12759490,2010,1988,22
Velachery,1538,157,2,1,4,Family,No,House,NoSeWa,Paved,C,3,4,3,4,211773,129796,6831380,2006,1972,34
Anna Nagar,1993,60,2,1,5,AdjLand,No,Commercial,AllPub,Gravel,RM,4,2,4,4,722752,163202,23314580,2015,1996,19
Adyar,926,175,1,1,3,Ab Normal,No,Commercial,NoSeWa,Paved,RM,2,3,4,3,369326,160041,12310870,2011,1973,38
Anna Nagar,1994,68,2,1,5,Partial,Yes,House,NoSeWa,Gravel,RM,2,2,4,3,439277,287802,15147490,2012,2000,12
Chrompet,1061,177,1,1,3,Family,No,Others,AllPub,Gravel,RL,3,2,4,3,300821,141010,9400670,2011,1985,26
Anna Nagar,1803,77,2,1,5,AdjLand,Yes,House,NoSeWa,Paved,RH,2,3,2,2,423315,205244,12827720,2011,1985,26
Velachery,1664,47,2,1,4,Family,Yes,Commercial,AllPub,Paved,I,2,3,4,3,428979,128694,14299300,2010,1995,15
Adyar,978,187,1,1,3,Family,No,House,NoSeWa,No Access,RH,2,4,2,2,217702,34016,6803175,2007,1982,25
T Nagar,1914,105,2,1,5,Partial,Yes,House,AllPub,No Access,RM,2,3,2,2,536363,147500,13409070,2012,1996,16
Velachery,1668,167,2,1,4,Normal Sale,No,Others,NoSeWa,Paved,I,3,4,4,4,316223,180699,9034940,2006,1984,22
Adyar,1205,106,2,2,4,Family,No,Commercial,NoSeWa,Paved,RL,4,2,2,2,499782,114236,14279490,2010,2004,6
Karapakkam,685,73,1,1,2,Family,No,House,NoSeWa,Gravel,RH,3,2,4,3,227740,51242,5693500,2009,1989,20
KK Nagar,2088,170,3,2,5,Normal Sale,No,House,AllPub,Gravel,RL,4,2,4,3,463215,121318,11028940,2012,1985,27
Chrompet,1014,54,1,1,3,AdjLand,Yes,Others,NoSeWa,Paved,RM,3,4,3,3,343748,53711,10742130,2007,1994,13
Chrompet,806,137,1,1,3,Family,Yes,House,NoSeWa,Gravel,RH,2,4,2,3,210030,108905,7778900,2014,1980,34
Velachery,1545,157,2,1,4,Family,Yes,Others,AllPub,Gravel,I,3,3,2,3,309593,154797,9674790,2009,1987,22
Chrompet,1045,90,1,1,3,Family,No,Commercial,NoSeWa,Gravel,RM,3,4,3,3,432667,108167,13520850,2011,2000,11
T Nagar,1951,122,2,1,5,Normal Sale,Yes,Others,AllPub,No Access,RH,4,2,4,3,461605,149343,13576610,2011,1968,43
Karapakkam,898,196,1,1,3,AdjLand,No,Others,AllPub,No Access,I,2,2,4,3,180749,41314,5164250,2009,1975,34
KK Nagar,2339,9,4,2,6,Family,Yes,Commercial,NoSeWa,Gravel,RH,4,4,4,4,753187,263616,18829680,2011,1997,14
KK Nagar,2379,68,4,2,6,Normal Sale,No,House,NoSeWa,Paved,RM,4,3,2,3,499658,154656,11896620,2010,1989,21
Karapakkam,1692,94,2,2,4,Partial,Yes,House,NoSeWa,Gravel,RL,3,3,3,3,338870,119601,9966750,2010,2001,9
KK Nagar,2352,145,4,2,6,Family,Yes,Others,NoSeWa,Gravel,RM,2,4,4,4,691429,158453,14404780,2012,1995,17
Chrompet,1114,64,1,1,3,Family,Yes,House,NoSeWa,Gravel,RL,2,4,3,3,282411,136336,9738300,2013,1979,34
Anna Nagar,1890,54,2,1,5,Ab Normal,Yes,House,NoSeWa,Gravel,RH,3,4,5,4,374737,214135,13383450,2011,1971,40
KK Nagar,2363,64,4,2,6,Normal Sale,No,House,AllPub,Paved,RL,3,3,3,3,390077,286822,11472860,2009,1986,23
Velachery,1527,17,2,1,4,Family,No,Commercial,AllPub,No Access,RH,4,3,5,4,437342,121484,12148390,2010,1978,32
KK Nagar,2193,35,3,2,5,AdjLand,Yes,Others,NoSeWa,Paved,RM,3,4,3,3,472218,310315,13491940,2008,1984,24
Adyar,1206,142,2,2,4,Family,Yes,Others,NoSeWa,No Access,I,3,3,2,2,337612,112537,9378105,2009,2002,7
Chrompet,728,149,1,1,2,Partial,Yes,House,AllPub,Gravel,RH,4,4,4,4,246589,53941,7705900,2010,1996,14
Chrompet,1231,23,2,1,4,Family,Yes,House,NoSeWa,No Access,RL,4,4,4,4,295745,28620,9540150,2011,1998,13
Velachery,1735,182,2,1,4,Ab Normal,Yes,Commercial,NoSeWa,Paved,RH,3,4,2,3,570007,195002,15000180,2008,1984,24
Karapakkam,1266,0,1,1,3,Partial,Yes,House,NoSeWa,No Access,RH,3,3,3,3,333274,156435,6801500,2011,1989,22
Velachery,1977,93,3,2,5,Normal Sale,No,House,AllPub,No Access,I,2,4,3,3,250536,148756,7829240,2004,1952,52
T Nagar,1915,4,2,1,5,Family,Yes,House,AllPub,No Access,RM,4,2,3,3,336613,228897,13464510,2010,1982,28
Chrompet,1295,126,2,1,4,Partial,Yes,Others,NoSeWa,Gravel,RM,4,2,2,3,335049,173301,11553400,2007,1972,35
Chrompet,749,55,1,1,2,Ab Normal,No,Commercial,NoSeWa,No Access,RL,4,3,4,4,305413,124074,9544150,2009,2004,5
T Nagar,1884,77,2,1,5,Ab Normal,Yes,Commercial,AllPub,No Access,RH,4,2,3,3,655925,389456,20497670,2014,2003,11
KK Nagar,1361,60,2,1,4,Ab Normal,Yes,Others,NoSeWa,Gravel,RL,3,3,4,4,457413,180838,10637520,2010,2005,5
KK Nagar,1934,28,3,2,5,Family,No,House,NoSeWa,Gravel,RM,3,3,2,2,425711,261976,10915660,2010,1987,23
Chrompet,1055,72,1,1,3,Ab Normal,Yes,House,AllPub,Paved,RM,3,4,3,4,330437,160212,10013250,2007,1980,27
Chrompet,851,0,1,1,3,Ab Normal,Yes,Others,AllPub,Gravel,RM,2,3,2,2,305989,173394,10199620,2009,2004,5
Chrompet,1118,176,1,1,3,Partial,Yes,House,NoSeWa,No Access,RH,2,4,3,3,228323,40772,8154400,2010,1990,20
Karapakkam,1451,32,2,2,4,Partial,No,House,NoSeWa,No Access,I,3,2,5,3,225080,98816,5489750,2011,1972,39
KK Nagar,2470,70,4,2,6,Family,No,House,AllPub,Paved,RL,4,4,4,4,407138,151223,11632500,2010,1985,25
Chrompet,935,78,1,1,3,Partial,No,Commercial,AllPub,No Access,RL,4,4,3,4,342752,154791,11056500,2014,2008,6
KK Nagar,2500,137,4,2,6,Ab Normal,No,House,NoSeWa,Paved,RM,3,3,2,3,557226,133250,12113600,2009,1979,30
Anna Nagar,1984,191,2,1,5,Partial,No,Commercial,NoSeWa,Gravel,RH,4,4,2,3,743552,371776,20654230,2010,1976,34
Anna Nagar,1818,111,2,1,5,AdjLand,No,Others,AllPub,Gravel,RM,3,2,2,2,405693,285488,15025660,2008,1982,26
Velachery,1741,109,2,1,4,AdjLand,No,Others,NoSeWa,No Access,RM,4,5,2,4,329738,208834,10991250,2007,2002,5
Chrompet,1065,127,1,1,3,AdjLand,No,Others,NoSeWa,Paved,RL,3,2,2,2,232284,26802,8934000,2010,1973,37
Chrompet,858,129,1,1,3,AdjLand,No,Commercial,NoSeWa,Gravel,RL,3,2,3,2,382718,150768,11597500,2007,1993,14
Chrompet,702,14,1,1,2,Ab Normal,No,House,AllPub,Paved,RH,3,2,3,3,205995,90123,6437350,2013,1996,17
Karapakkam,613,27,1,1,2,Normal Sale,No,House,AllPub,Gravel,A,3,3,3,3,152162,88094,4004250,2010,1993,17
Anna Nagar,1896,101,2,1,5,Normal Sale,No,Commercial,AllPub,Paved,RL,2,3,2,2,682594,393009,20684660,2013,1985,28
Karapakkam,833,154,1,1,2,Normal Sale,No,Others,AllPub,No Access,A,2,4,4,3,163356,58808,3267125,2010,1967,43
KK Nagar,2047,122,3,2,5,Family,No,Others,NoSeWa,Gravel,RM,3,2,3,3,508503,272855,12402500,2009,2001,8
T Nagar,1579,94,1,1,4,Family,Yes,Commercial,AllPub,Gravel,RL,4,4,3,3,516356,363362,19124310,2011,1968,43
Chrompet,988,53,1,1,3,Family,Yes,Commercial,AllPub,Paved,RH,4,3,3,3,336550,180295,12019650,2006,1972,34
T Nagar,1667,60,1,1,4,Partial,Yes,Others,NoSeWa,No Access,RM,4,4,2,3,336900,134760,13476000,2006,1989,17
Karapakkam,1184,29,1,1,3,Family,No,House,AllPub,No Access,A,3,4,2,3,170696,68279,3793250,2009,1982,27
Velachery,1733,0,2,1,4,Ab Normal,No,Commercial,NoSeWa,No Access,A,3,3,2,3,341368,88095,11011880,2006,1952,54
Chrompet,1106,139,1,1,3,Family,Yes,House,AllPub,Gravel,RH,4,3,3,3,234179,54041,9006900,2007,1977,30
KK Nagar,2058,48,4,2,6,Normal Sale,No,Commercial,NoSeWa,Gravel,RL,3,2,4,3,717230,170769,17076900,2009,2004,5
Chrompet,1055,138,1,1,3,Ab Normal,Yes,House,NoSeWa,No Access,RL,3,4,2,3,246372,149583,8799000,2010,1998,12
T Nagar,1735,2,1,1,4,AdjLand,Yes,Others,AllPub,No Access,RM,4,4,4,4,497626,113743,14217890,2014,1977,37
Chrompet,809,37,1,1,3,Ab Normal,No,House,AllPub,Paved,RL,2,4,2,3,242482,29392,7347950,2007,1978,29
KK Nagar,1335,113,2,1,4,Ab Normal,No,House,NoSeWa,Gravel,RL,4,2,4,3,279625,207464,9020160,2009,2001,8
Karapakkam,652,128,1,1,2,Family,No,Others,AllPub,No Access,RL,3,2,2,2,244500,40750,5093750,2010,1975,35
Chrompet,1095,131,1,1,3,Partial,Yes,Others,AllPub,Gravel,RM,2,3,2,2,372954,67810,11301650,2009,2003,6
Karapakkam,1477,47,2,2,4,AdjLand,No,House,AllPub,Paved,RH,2,3,4,3,368892,169076,7685250,2011,1998,13
Velachery,1819,190,3,2,5,Partial,No,Others,NoSeWa,Paved,C,3,2,2,2,310069,175985,8380250,2011,1976,35
T Nagar,1982,152,2,1,5,AdjLand,Yes,House,NoSeWa,Gravel,RM,2,5,4,4,397023,111167,15880930,2014,1995,19
Anna Nagar,1599,29,1,1,4,Normal Sale,No,House,AllPub,Gravel,RL,2,4,3,3,341746,125307,11391530,2012,1973,39
Chrompet,941,34,1,1,3,AdjLand,No,Others,NoSeWa,Gravel,RM,4,3,3,3,261795,77569,9696120,2011,1978,33
Chrompet,1198,113,1,1,3,Ab Normal,No,House,NoSeWa,Paved,RM,2,4,2,3,288661,81186,9020650,2008,1969,39
Adyar,967,194,1,1,3,Partial,Yes,Commercial,AllPub,Paved,A,3,3,2,2,320273,40034,10008525,2008,1973,35
Velachery,1637,155,2,1,4,AdjLand,Yes,Others,NoSeWa,Paved,RM,4,4,4,4,424542,121298,12129780,2010,2001,9
Karapakkam,1678,147,2,2,4,Normal Sale,No,Others,NoSeWa,No Access,I,2,4,4,3,236793,169138,6765500,2010,1963,47
Adyar,1023,8,1,1,3,AdjLand,No,Others,AllPub,Paved,I,4,3,4,4,265436,8848,8847850,2008,1998,10
Karapakkam,774,78,1,1,2,Normal Sale,No,House,AllPub,Gravel,C,2,4,2,2,196843,86977,4577750,2010,1989,21
Chrompet,1032,153,1,1,3,Normal Sale,No,Commercial,NoSeWa,Gravel,RH,2,3,3,2,373758,140159,11679950,2006,1973,33
Chrompet,889,149,1,1,3,Ab Normal,Yes,Others,NoSeWa,Gravel,RM,4,4,3,3,280292,100104,10010430,2014,1980,34
Karapakkam,974,97,1,1,3,Partial,No,House,NoSeWa,Paved,RL,4,3,2,3,259182,123701,5890500,2010,1968,42
Karapakkam,790,73,1,1,2,Ab Normal,Yes,House,AllPub,Paved,RM,2,3,3,3,235229,55348,6918500,2011,1961,50
Karapakkam,931,86,1,1,3,Family,No,House,AllPub,Paved,I,4,5,4,3,169826,82340,5146250,2010,1985,25
Adyar,659,110,1,1,2,Family,Yes,House,AllPub,Gravel,RH,4,3,3,3,270163,7946,7945975,2006,1981,25
KK Nagar,2120,143,3,2,5,Partial,Yes,Commercial,AllPub,Gravel,RM,3,2,4,3,558127,167438,18604220,2011,2000,11
Chrompet,843,142,1,1,3,Family,No,Others,NoSeWa,No Access,RL,3,3,2,3,191328,44153,7358760,2007,1996,11
Chrompet,736,143,1,1,2,Ab Normal,No,Commercial,NoSeWa,Gravel,RH,4,3,2,3,301939,94356,9435600,2013,1985,28
Chrompet,1053,121,1,1,3,Family,Yes,House,NoSeWa,No Access,RH,3,3,4,3,211133,117296,7819750,2013,1980,33
Velachery,1596,87,2,1,4,Partial,No,Commercial,AllPub,Gravel,C,3,4,2,3,426242,200584,12536520,2011,2005,6
Karapakkam,1368,108,2,2,4,Normal Sale,No,House,AllPub,No Access,I,2,2,2,2,195498,103180,5430500,2012,1962,50
Anna Nagar,1544,26,1,1,4,AdjLand,No,Others,NoSeWa,Gravel,RM,3,3,3,3,423737,105934,13241770,2011,1976,35
KK Nagar,1486,6,2,1,4,Ab Normal,No,Commercial,NoSeWa,Paved,RH,3,4,3,3,439240,213345,12549700,2008,2003,5
Chrompet,1285,40,2,1,4,Ab Normal,No,Others,NoSeWa,No Access,RL,3,3,3,3,288856,55908,9317950,2013,1987,26
Karapakkam,1501,156,2,2,4,Normal Sale,Yes,House,NoSeWa,Gravel,C,2,3,4,3,371076,123692,7730750,2011,1984,27
KK Nagar,2218,162,3,2,5,AdjLand,No,Others,NoSeWa,Gravel,RL,3,4,2,3,381938,152775,12731260,2008,1993,15
Chrompet,1117,133,1,1,3,Normal Sale,Yes,House,NoSeWa,No Access,RM,4,2,3,3,246778,49356,9871100,2007,2001,6
Anna Nagar,1561,142,1,1,4,Ab Normal,No,House,NoSeWa,Paved,RL,2,5,2,3,351093,203861,11325590,2011,1994,17
Karapakkam,792,183,1,1,2,Family,No,Others,AllPub,Gravel,C,3,3,2,3,129465,90626,4315500,2010,1960,50
Adyar,1212,48,2,2,4,Ab Normal,No,House,NoSeWa,Paved,RH,4,4,4,4,286674,98544,8958560,2008,1984,24
T Nagar,1977,155,2,1,5,Ab Normal,No,House,AllPub,No Access,RL,2,3,2,2,327617,194143,12133960,2009,1976,33
Anna Nagar,1965,156,2,1,5,Partial,No,Commercial,NoSeWa,Gravel,RM,4,4,4,4,644310,199958,22217590,2007,1985,22
Karapakkam,775,29,1,1,2,Normal Sale,No,House,NoSeWa,Paved,RH,4,3,3,3,249063,59775,4981250,2010,1961,49
Chrompet,892,155,1,1,3,AdjLand,Yes,Others,AllPub,No Access,RL,3,3,3,3,282752,111387,8568240,2008,1976,32
KK Nagar,1696,83,2,1,4,Ab Normal,No,Others,NoSeWa,Paved,RH,4,2,4,3,409359,232591,9303620,2010,1985,25
Chrompet,833,173,1,1,3,Partial,No,Commercial,NoSeWa,Paved,RH,4,2,2,2,276935,138468,9890550,2006,2001,5
Karapakkam,541,15,1,1,2,Normal Sale,Yes,Others,NoSeWa,No Access,RL,3,3,4,3,281783,89931,5995375,2010,1982,28
KK Nagar,1414,9,2,1,4,Normal Sale,Yes,Others,NoSeWa,Gravel,RH,2,4,5,4,433952,247973,10332200,2008,2002,6
Velachery,1966,35,3,2,5,Ab Normal,No,Commercial,AllPub,Paved,RH,2,2,2,2,508782,238492,15899450,2011,2001,10
Chrompet,704,127,1,1,2,Partial,Yes,Others,NoSeWa,No Access,RM,2,2,5,3,217559,31080,7769980,2013,1983,30
Chrompet,871,2,1,1,3,Ab Normal,No,Others,NoSeWa,Gravel,RM,4,3,4,3,263614,65903,9414770,2011,1997,14
KK Nagar,1380,81,2,1,4,Normal Sale,Yes,Others,AllPub,Gravel,RM,2,4,3,3,342025,262219,11400820,2008,1997,11
T Nagar,1885,113,2,1,5,Normal Sale,No,Commercial,AllPub,No Access,RM,2,4,3,3,803512,370852,20602870,2014,1993,21
Karapakkam,916,176,1,1,3,Ab Normal,Yes,Others,NoSeWa,Paved,A,2,3,4,3,208554,76836,5488250,2009,1996,13
Chrompet,1115,39,1,1,3,Partial,No,Commercial,NoSeWa,Paved,RL,3,4,3,4,365445,48726,12181500,2007,1969,38
Chrompet,919,34,1,1,3,AdjLand,No,Commercial,AllPub,Paved,RH,2,4,3,3,317425,102029,11336600,2009,1997,12
Karapakkam,883,115,1,1,2,Partial,No,Others,NoSeWa,No Access,C,4,4,4,4,182222,52642,4049375,2010,1985,25
KK Nagar,2065,29,3,2,5,AdjLand,Yes,House,AllPub,Gravel,RM,4,3,2,3,651668,117300,13033360,2010,1992,18
Velachery,1869,106,3,2,5,Normal Sale,No,Others,AllPub,Gravel,RL,2,2,4,2,412454,176766,11784400,2011,2006,5
Velachery,1625,181,2,1,4,AdjLand,No,Commercial,AllPub,Paved,RH,2,3,5,3,496928,241365,14197950,2007,1997,10
Karapakkam,537,186,1,1,2,Partial,Yes,House,NoSeWa,Paved,RH,3,4,4,4,250604,74648,5332000,2009,1967,42
Velachery,1534,189,2,1,4,AdjLand,Yes,House,NoSeWa,No Access,RM,2,2,4,3,289647,106204,9654890,2007,1965,42
Chrompet,1082,0,1,1,3,Partial,Yes,House,NoSeWa,Gravel,RL,3,2,4,3,321184,126527,9732850,2013,1994,19
Chrompet,1279,143,2,1,4,AdjLand,No,Others,AllPub,Gravel,RM,3,3,4,3,325972,67443,11240430,2011,1987,24
T Nagar,1544,197,1,1,4,Normal Sale,No,House,AllPub,No Access,RM,4,3,3,3,289167,115667,11566670,2008,1992,16
Chrompet,1101,78,1,1,3,Family,Yes,Commercial,NoSeWa,Paved,RL,4,4,2,3,355568,136757,13675700,2014,1996,18
Karapakkam,1230,93,1,1,3,Family,No,Others,AllPub,Paved,A,4,2,4,4,266364,103284,5436000,2011,2006,5
Karapakkam,956,79,1,1,3,Normal Sale,Yes,Commercial,NoSeWa,Paved,C,3,3,3,3,353568,176784,7686250,2010,1967,43
Karapakkam,552,49,1,1,2,AdjLand,Yes,Others,AllPub,Paved,C,2,2,4,3,210170,84068,5254250,2011,2004,7
Chrompet,925,50,1,1,3,Normal Sale,Yes,Others,NoSeWa,No Access,RL,3,4,4,4,266081,77249,8583250,2011,1975,36
Anna Nagar,1822,122,2,1,5,AdjLand,Yes,House,NoSeWa,Gravel,RM,3,4,4,3,382908,147272,14727220,2012,1976,36
T Nagar,1781,190,1,1,4,AdjLand,Yes,Commercial,AllPub,No Access,RH,4,2,3,3,608669,284046,20288980,2009,2000,9
Anna Nagar,1628,4,1,1,4,Ab Normal,No,Others,AllPub,Gravel,RL,2,4,5,3,366471,78530,13088250,2007,1994,13
KK Nagar,1736,188,2,1,4,Partial,Yes,House,NoSeWa,Gravel,RL,2,2,3,2,414262,116843,10622100,2011,1996,15
KK Nagar,2016,31,3,2,5,AdjLand,No,House,NoSeWa,Gravel,RL,2,4,4,3,375374,125125,11374960,2011,2003,8
Adyar,779,98,1,1,2,AdjLand,No,Others,AllPub,Gravel,A,2,2,2,2,208990,18440,6146755,2009,1972,37
Chrompet,1217,123,2,1,4,Partial,Yes,House,NoSeWa,Gravel,RM,4,3,4,4,300107,139335,10718100,2010,1980,30
Velachery,1601,36,2,1,4,Partial,Yes,Commercial,NoSeWa,Paved,I,2,2,3,2,403834,260538,13026890,2008,1971,37
Karapakkam,1201,34,1,1,3,Normal Sale,Yes,Commercial,AllPub,Paved,C,2,4,2,3,342198,133077,9505500,2011,1989,22
Karapakkam,579,88,1,1,2,Family,No,House,AllPub,Gravel,RH,4,2,3,3,274056,51386,5709500,2011,1999,12
KK Nagar,2289,66,4,2,6,Family,No,Commercial,NoSeWa,Gravel,RM,4,4,4,4,854535,390114,18576840,2008,1986,22
Adyar,1023,67,1,1,3,AdjLand,Yes,Others,NoSeWa,Paved,I,3,2,2,2,270380,9013,9012665,2009,1978,31
KK Nagar,1900,87,3,2,5,Partial,Yes,Commercial,NoSeWa,Paved,RM,2,4,2,2,772422,394428,16434500,2009,1984,25
Chrompet,807,59,1,1,3,Normal Sale,Yes,Others,NoSeWa,Paved,RM,2,4,3,3,251912,46650,9330090,2011,1989,22
T Nagar,1653,164,1,1,4,Family,Yes,Commercial,AllPub,No Access,RM,2,2,2,2,589079,304041,19002540,2008,1976,32
KK Nagar,1452,90,2,1,4,Ab Normal,Yes,Others,AllPub,Paved,RL,2,3,2,2,435863,93399,10377680,2009,1997,12
T Nagar,1934,63,2,1,5,Normal Sale,No,Commercial,AllPub,No Access,RM,2,2,2,2,707773,343163,21447680,2009,2000,9
Velachery,1972,141,3,2,5,Family,No,House,AllPub,Gravel,RM,4,2,4,3,459010,91802,11475260,2007,1989,18
Anna Nagar,1606,160,1,1,4,Normal Sale,No,House,AllPub,No Access,RM,4,3,3,3,378045,103103,11455900,2013,1998,15
T Nagar,1908,30,2,1,5,Partial,No,Commercial,AllPub,Paved,RL,3,4,4,3,611940,203980,20398010,2007,1984,23
Chrompet,741,32,1,1,2,Ab Normal,No,Commercial,AllPub,No Access,RH,3,5,2,3,264275,41293,8258600,2014,1982,32
Adyar,734,131,1,1,2,AdjLand,Yes,Commercial,AllPub,Gravel,C,3,2,4,3,398500,20436,10217940,2007,1971,36
T Nagar,1504,146,1,1,4,Partial,Yes,Commercial,AllPub,No Access,RH,2,2,4,3,414886,282122,16595430,2014,1990,24
